bus_id,route_id,trip_id,timestamp_sec,latitude,longitude,speed_kmph,source
SYN_MTC_001,23766,2073,23120,13.020073333333334,80.26309333333333,10.068,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23130,13.019825,80.2630525,10.068,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23140,13.019576666666667,80.26301166666667,10.068,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23150,13.019328333333334,80.26297083333333,10.068,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23160,13.01908,80.26293,10.068,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23170,13.018571666666666,80.26238666666666,29.379,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23180,13.018063333333334,80.26184333333333,29.379,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23190,13.017555000000002,80.2613,29.379,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23200,13.017046666666667,80.26075666666667,29.379,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23210,13.016538333333333,80.26021333333333,29.379,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23220,13.01603,80.25967,29.379,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23230,13.015290833333333,80.25960083333334,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23240,13.014551666666668,80.25953166666667,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23250,13.0138125,80.2594625,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23260,13.013073333333335,80.25939333333334,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23270,13.012334166666667,80.25932416666667,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23280,13.011595,80.259255,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23290,13.010855833333334,80.25918583333333,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23300,13.010116666666667,80.25911666666667,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23310,13.009377500000001,80.25904750000001,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23320,13.008638333333334,80.25897833333335,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23330,13.007899166666668,80.25890916666667,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23340,13.00716,80.25884,29.712,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23350,13.0071075,80.25841833333334,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23360,13.007055000000001,80.25799666666667,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23370,13.0070025,80.257575,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23380,13.00695,80.25715333333333,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23390,13.006897500000001,80.25673166666667,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23400,13.006845,80.25631000000001,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23410,13.0067925,80.25588833333335,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23420,13.00674,80.25546666666668,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23430,13.0066875,80.25504500000001,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23440,13.006635,80.25462333333334,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23450,13.0065825,80.25420166666667,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23460,13.00653,80.25378,16.58,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23470,13.006554999999999,80.25312333333333,25.632,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23480,13.00658,80.25246666666668,25.632,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23490,13.006605,80.25181,25.632,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23500,13.00663,80.25115333333333,25.632,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23510,13.006654999999999,80.25049666666668,25.632,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23520,13.00668,80.24984,25.632,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23530,13.006663333333332,80.24918833333334,25.426,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23540,13.006646666666667,80.24853666666667,25.426,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23550,13.00663,80.247885,25.426,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23560,13.006613333333332,80.24723333333334,25.426,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23570,13.006596666666667,80.24658166666667,25.426,synthetic_from_MTC_GTFS
SYN_MTC_001,23766,2073,23580,13.00658,80.24593,25.426,synthetic_from_MTC_GTFS
